image_id,crop_number,ID,step,date,time_utc,datetime,lat,lon,slp,rel_vort_850_smth,image_width_px,image_height_px,png_relative_path,npy_relative_path,source_png_filename,source_png_path,is_matched
Solovieva_PL_crop_00029_ID_120200109640_step_22,29,120200109640,22,2020-01-16,09:00:00,2020-01-16 09:00:00,53.25,-27.25,995.06561,18.729000000000003,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00029_ID_120200109640_step_22.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00029_ID_120200109640_step_22.npy,crop_00029_ID_120200109640_step_22_0d818bd202.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00029_ID_120200109640_step_22_0d818bd202.png,True
Solovieva_PL_crop_00030_ID_120200109640_step_23,30,120200109640,23,2020-01-16,10:00:00,2020-01-16 10:00:00,53.25,-27.0,995.96997,18.309,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00030_ID_120200109640_step_23.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00030_ID_120200109640_step_23.npy,crop_00030_ID_120200109640_step_23_86c5ab2378.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00030_ID_120200109640_step_23_86c5ab2378.png,True
Solovieva_PL_crop_00023_ID_120200109680_step_14,23,120200109680,14,2020-01-16,03:00:00,2020-01-16 03:00:00,65.25,-58.25,993.50061,30.124,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00023_ID_120200109680_step_14.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00023_ID_120200109680_step_14.npy,crop_00023_ID_120200109680_step_14_b822110300.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00023_ID_120200109680_step_14_b822110300.png,True
Solovieva_PL_crop_00033_ID_120200109680_step_25,33,120200109680,25,2020-01-16,14:00:00,2020-01-16 14:00:00,64.75,-58.0,994.09808,26.134,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00033_ID_120200109680_step_25.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00033_ID_120200109680_step_25.npy,crop_00033_ID_120200109680_step_25_d7d1df36f3.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00033_ID_120200109680_step_25_d7d1df36f3.png,True
Solovieva_PL_crop_00027_ID_120200110030_step_20,27,120200110030,20,2020-01-16,22:00:00,2020-01-16 22:00:00,78.5,0.25,1005.9281,22.25,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00027_ID_120200110030_step_20.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00027_ID_120200110030_step_20.npy,crop_00027_ID_120200110030_step_20_006004e530.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00027_ID_120200110030_step_20_006004e530.png,True
Solovieva_PL_crop_00028_ID_120200110030_step_21,28,120200110030,21,2020-01-16,23:00:00,2020-01-16 23:00:00,78.5,1.0,1005.57562,22.33,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00028_ID_120200110030_step_21.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00028_ID_120200110030_step_21.npy,crop_00028_ID_120200110030_step_21_f7a635471d.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00028_ID_120200110030_step_21_f7a635471d.png,True
Solovieva_PL_crop_00022_ID_120200110110_step_13,22,120200110110,13,2020-01-16,20:00:00,2020-01-16 20:00:00,66.5,-30.25,987.35559,30.121,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00022_ID_120200110110_step_13.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00022_ID_120200110110_step_13.npy,crop_00022_ID_120200110110_step_13_dcc531346f.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00022_ID_120200110110_step_13_dcc531346f.png,True
Solovieva_PL_crop_00024_ID_120200110110_step_14,24,120200110110,14,2020-01-16,21:00:00,2020-01-16 21:00:00,66.5,-30.5,987.35809,30.919,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00024_ID_120200110110_step_14.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00024_ID_120200110110_step_14.npy,crop_00024_ID_120200110110_step_14_2cc95e4780.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00024_ID_120200110110_step_14_2cc95e4780.png,True
Solovieva_PL_crop_00044_ID_120200110110_step_22,44,120200110110,22,2020-01-17,05:00:00,2020-01-17 05:00:00,66.25,-28.25,986.73999,29.683000000000003,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00044_ID_120200110110_step_22.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00044_ID_120200110110_step_22.npy,crop_00044_ID_120200110110_step_22_b05630ea48.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00044_ID_120200110110_step_22_b05630ea48.png,True
Solovieva_PL_crop_00046_ID_120200110110_step_23,46,120200110110,23,2020-01-17,06:00:00,2020-01-17 06:00:00,66.75,-30.5,988.6106,31.651,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00046_ID_120200110110_step_23.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00046_ID_120200110110_step_23.npy,crop_00046_ID_120200110110_step_23_0053cc0c12.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00046_ID_120200110110_step_23_0053cc0c12.png,True
Solovieva_PL_crop_00041_ID_120200110530_step_14,41,120200110530,14,2020-01-17,09:00:00,2020-01-17 09:00:00,59.25,-56.0,991.1181,40.58,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00041_ID_120200110530_step_14.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00041_ID_120200110530_step_14.npy,crop_00041_ID_120200110530_step_14_9efd4cbfe6.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00041_ID_120200110530_step_14_9efd4cbfe6.png,True
Solovieva_PL_crop_00042_ID_120200110530_step_15,42,120200110530,15,2020-01-17,10:00:00,2020-01-17 10:00:00,59.0,-55.5,989.96686,40.476,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00042_ID_120200110530_step_15.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00042_ID_120200110530_step_15.npy,crop_00042_ID_120200110530_step_15_0b98544f9b.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00042_ID_120200110530_step_15_0b98544f9b.png,True
Solovieva_PL_crop_00047_ID_120200110530_step_24,47,120200110530,24,2020-01-17,19:00:00,2020-01-17 19:00:00,58.75,-51.0,992.65375,31.409,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00047_ID_120200110530_step_24.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00047_ID_120200110530_step_24.npy,crop_00047_ID_120200110530_step_24_8160bd0f13.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00047_ID_120200110530_step_24_8160bd0f13.png,True
Solovieva_PL_crop_00048_ID_120200110530_step_25,48,120200110530,25,2020-01-17,20:00:00,2020-01-17 20:00:00,58.75,-50.5,993.31061,30.842,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00048_ID_120200110530_step_25.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00048_ID_120200110530_step_25.npy,crop_00048_ID_120200110530_step_25_4a7a176ab0.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00048_ID_120200110530_step_25_4a7a176ab0.png,True
Solovieva_PL_crop_00061_ID_120200113080_step_15,61,120200113080,15,2020-01-21,04:00:00,2020-01-21 04:00:00,76.0,45.5,973.13934,23.402,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00061_ID_120200113080_step_15.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00061_ID_120200113080_step_15.npy,crop_00061_ID_120200113080_step_15_7004c370dd.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00061_ID_120200113080_step_15_7004c370dd.png,True
Solovieva_PL_crop_00064_ID_120200113080_step_16,64,120200113080,16,2020-01-21,05:00:00,2020-01-21 05:00:00,76.0,46.0,972.77124,24.012,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00064_ID_120200113080_step_16.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00064_ID_120200113080_step_16.npy,crop_00064_ID_120200113080_step_16_809db3f23c.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00064_ID_120200113080_step_16_809db3f23c.png,True
Solovieva_PL_crop_00066_ID_120200113080_step_17,66,120200113080,17,2020-01-21,06:00:00,2020-01-21 06:00:00,76.0,46.5,972.13812,23.531,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00066_ID_120200113080_step_17.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00066_ID_120200113080_step_17.npy,crop_00066_ID_120200113080_step_17_ee29193c8f.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00066_ID_120200113080_step_17_ee29193c8f.png,True
Solovieva_PL_crop_00068_ID_120200113080_step_18,68,120200113080,18,2020-01-21,07:00:00,2020-01-21 07:00:00,76.0,46.75,971.74249,22.523,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00068_ID_120200113080_step_18.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00068_ID_120200113080_step_18.npy,crop_00068_ID_120200113080_step_18_13b969803a.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00068_ID_120200113080_step_18_13b969803a.png,True
Solovieva_PL_crop_00070_ID_120200113080_step_19,70,120200113080,19,2020-01-21,08:00:00,2020-01-21 08:00:00,76.0,46.75,971.61621,21.742,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00070_ID_120200113080_step_19.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00070_ID_120200113080_step_19.npy,crop_00070_ID_120200113080_step_19_4192cfad70.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00070_ID_120200113080_step_19_4192cfad70.png,True
Solovieva_PL_crop_00062_ID_120200113390_step_15,62,120200113390,15,2020-01-21,14:00:00,2020-01-21 14:00:00,71.0,-64.5,992.14813,27.621,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00062_ID_120200113390_step_15.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00062_ID_120200113390_step_15.npy,crop_00062_ID_120200113390_step_15_dd010ac157.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00062_ID_120200113390_step_15_dd010ac157.png,True
Solovieva_PL_crop_00065_ID_120200113390_step_16,65,120200113390,16,2020-01-21,15:00:00,2020-01-21 15:00:00,71.25,-65.0,992.01746,27.365,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00065_ID_120200113390_step_16.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00065_ID_120200113390_step_16.npy,crop_00065_ID_120200113390_step_16_057d2204b9.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00065_ID_120200113390_step_16_057d2204b9.png,True
Solovieva_PL_crop_00058_ID_120200113400_step_1,58,120200113400,1,2020-01-21,00:00:00,2020-01-21 00:00:00,61.25,-57.5,994.55499,19.772,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00058_ID_120200113400_step_1.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00058_ID_120200113400_step_1.npy,crop_00058_ID_120200113400_step_1_17d7cf7609.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00058_ID_120200113400_step_1_17d7cf7609.png,True
Solovieva_PL_crop_00089_ID_120200114860_step_19,89,120200114860,19,2020-01-24,03:00:00,2020-01-24 03:00:00,71.75,-4.75,974.11188,18.462,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00089_ID_120200114860_step_19.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00089_ID_120200114860_step_19.npy,crop_00089_ID_120200114860_step_19_9dfb726510.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00089_ID_120200114860_step_19_9dfb726510.png,True
Solovieva_PL_crop_00091_ID_120200114860_step_20,91,120200114860,20,2020-01-24,04:00:00,2020-01-24 04:00:00,71.75,-4.5,974.27557,18.896,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00091_ID_120200114860_step_20.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00091_ID_120200114860_step_20.npy,crop_00091_ID_120200114860_step_20_f5db5df322.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00091_ID_120200114860_step_20_f5db5df322.png,True
Solovieva_PL_crop_00092_ID_120200114860_step_21,92,120200114860,21,2020-01-24,05:00:00,2020-01-24 05:00:00,71.75,-4.25,974.70996,18.288,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00092_ID_120200114860_step_21.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00092_ID_120200114860_step_21.npy,crop_00092_ID_120200114860_step_21_b7834308be.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00092_ID_120200114860_step_21_b7834308be.png,True
Solovieva_PL_crop_00093_ID_120200114860_step_22,93,120200114860,22,2020-01-24,06:00:00,2020-01-24 06:00:00,71.75,-4.25,975.40808,17.474999999999998,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00093_ID_120200114860_step_22.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00093_ID_120200114860_step_22.npy,crop_00093_ID_120200114860_step_22_ae05c81347.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00093_ID_120200114860_step_22_ae05c81347.png,True
Solovieva_PL_crop_00085_ID_120200115130_step_13,85,120200115130,13,2020-01-24,10:00:00,2020-01-24 10:00:00,65.75,-56.0,977.04938,44.551,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00085_ID_120200115130_step_13.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00085_ID_120200115130_step_13.npy,crop_00085_ID_120200115130_step_13_12e303b1d9.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00085_ID_120200115130_step_13_12e303b1d9.png,True
Solovieva_PL_crop_00088_ID_120200115290_step_18,88,120200115290,18,2020-01-24,21:00:00,2020-01-24 21:00:00,72.75,-2.75,986.76062,30.379,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00088_ID_120200115290_step_18.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00088_ID_120200115290_step_18.npy,crop_00088_ID_120200115290_step_18_3ed13f132e.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00088_ID_120200115290_step_18_3ed13f132e.png,True
Solovieva_PL_crop_00105_ID_120200115290_step_22,105,120200115290,22,2020-01-25,01:00:00,2020-01-25 01:00:00,72.0,-4.0,989.77875,24.051,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00105_ID_120200115290_step_22.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00105_ID_120200115290_step_22.npy,crop_00105_ID_120200115290_step_22_289f1a9afa.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00105_ID_120200115290_step_22_289f1a9afa.png,True
Solovieva_PL_crop_00106_ID_120200115290_step_23,106,120200115290,23,2020-01-25,02:00:00,2020-01-25 02:00:00,71.75,-4.25,990.47247,24.39800000000001,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00106_ID_120200115290_step_23.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00106_ID_120200115290_step_23.npy,crop_00106_ID_120200115290_step_23_1139546b81.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00106_ID_120200115290_step_23_1139546b81.png,True
Solovieva_PL_crop_00097_ID_120200115440_step_13,97,120200115440,13,2020-01-25,00:00:00,2020-01-25 00:00:00,70.25,-12.75,993.37372,20.539,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00097_ID_120200115440_step_13.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00097_ID_120200115440_step_13.npy,crop_00097_ID_120200115440_step_13_e36478e7ae.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00097_ID_120200115440_step_13_e36478e7ae.png,True
Solovieva_PL_crop_00095_ID_120200115820_step_11,95,120200115820,11,2020-01-25,11:00:00,2020-01-25 11:00:00,72.0,38.25,985.51874,37.519000000000005,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00095_ID_120200115820_step_11.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00095_ID_120200115820_step_11.npy,crop_00095_ID_120200115820_step_11_b1b271165a.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00095_ID_120200115820_step_11_b1b271165a.png,True
Solovieva_PL_crop_00101_ID_120200115820_step_18,101,120200115820,18,2020-01-25,18:00:00,2020-01-25 18:00:00,71.75,36.5,988.00623,36.366,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00101_ID_120200115820_step_18.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00101_ID_120200115820_step_18.npy,crop_00101_ID_120200115820_step_18_8b5ccd268a.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00101_ID_120200115820_step_18_8b5ccd268a.png,True
Solovieva_PL_crop_00102_ID_120200115820_step_19,102,120200115820,19,2020-01-25,19:00:00,2020-01-25 19:00:00,71.5,36.25,987.85999,35.449000000000005,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00102_ID_120200115820_step_19.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00102_ID_120200115820_step_19.npy,crop_00102_ID_120200115820_step_19_20ad628580.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00102_ID_120200115820_step_19_20ad628580.png,True
Solovieva_PL_crop_00103_ID_120200115820_step_20,103,120200115820,20,2020-01-25,20:00:00,2020-01-25 20:00:00,71.5,36.5,987.97559,37.147,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00103_ID_120200115820_step_20.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00103_ID_120200115820_step_20.npy,crop_00103_ID_120200115820_step_20_0e3705210a.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00103_ID_120200115820_step_20_0e3705210a.png,True
Solovieva_PL_crop_00111_ID_120200115980_step_12,111,120200115980,12,2020-01-26,00:00:00,2020-01-26 00:00:00,58.25,-22.5,978.45746,19.998,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00111_ID_120200115980_step_12.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00111_ID_120200115980_step_12.npy,crop_00111_ID_120200115980_step_12_6ac3ee2845.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00111_ID_120200115980_step_12_6ac3ee2845.png,True
Solovieva_PL_crop_00113_ID_120200115980_step_13,113,120200115980,13,2020-01-26,01:00:00,2020-01-26 01:00:00,58.25,-20.75,977.64185,19.757,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00113_ID_120200115980_step_13.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00113_ID_120200115980_step_13.npy,crop_00113_ID_120200115980_step_13_c9c1ab9b52.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00113_ID_120200115980_step_13_c9c1ab9b52.png,True
Solovieva_PL_crop_00115_ID_120200116060_step_14,115,120200116060,14,2020-01-26,09:00:00,2020-01-26 09:00:00,58.75,-26.25,968.07562,28.527,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00115_ID_120200116060_step_14.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00115_ID_120200116060_step_14.npy,crop_00115_ID_120200116060_step_14_45bb5e4a6d.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00115_ID_120200116060_step_14_45bb5e4a6d.png,True
Solovieva_PL_crop_00118_ID_120200116060_step_23,118,120200116060,23,2020-01-26,18:00:00,2020-01-26 18:00:00,60.0,-22.5,965.25873,24.048000000000005,512,512,Solovieva_diploma_PL_training_images/png/Solovieva_PL_crop_00118_ID_120200116060_step_23.png,Solovieva_diploma_PL_training_images/npy/Solovieva_PL_crop_00118_ID_120200116060_step_23.npy,crop_00118_ID_120200116060_step_23_67d1f68ce0.png,/content/drive/MyDrive/sentinel3/SLSTR/ml_manual_crops_010526/png/crop_00118_ID_120200116060_step_23_67d1f68ce0.png,True
